,Country,Year,GHG Engery,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,CO2-GDP logged,CO2-GDP PPP logged,CO2-POP logged,Socioeconomic Measures
338,Norway,1973,24.76554678,1130.720881,23.63482589,3.899268274,19.73555762,0.0,2.015512049,0.814742502,39.06,0.194,0.239,5.9,-0.712198270069774,-0.6216020990518624,0.7708520116421442,4.937051642520508
339,Poland,1973,318.8218889,887.93451,317.9339544,277.5394421,28.00292638,10.69425553,1.667759298,0.553558476,80.43,2.041,0.955,9.373,0.3098430047160705,-0.019996628416253676,0.9718786170262658,6.761724993326083
340,Portugal,1973,0.0,0.0,16.50204262,2.093453134,14.28301874,0.0,2.549759913,0.913126516,56.077,0.202,0.131,1.857,-0.6946486305533762,-0.8827287043442357,0.2688119037397804,4.191434568842169
341,Slovakia,1973,0.0,0.0,41.34056375,24.43904795,13.66870268,3.178013313,0.0,0.0,63.061,1.023,0.557,8.828,0.009875633712160119,-0.25414480482627105,0.9458623244896174,6.201593153375507
342,Slovenia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
343,Spain,1973,0.0,0.0,140.672439,37.23169291,101.5042621,1.935427571,4.332139156,2.594894552,64.552,0.299,0.221,3.954,-0.5243288116755703,-0.6556077263148893,0.5970366649776535,4.917100126987194
344,Sweden,1973,84.76985576,16.2048775,84.75365089,6.387098061,77.93136499,0.0,3.541621152,0.384312591,51.385,0.418,0.439,10.269,-0.3788237182249648,-0.35753547975787864,1.0115281538575396,5.775168955874696
345,Switzerland,1973,0.0,0.0,43.59244748,1.633128046,41.61501199,0.256431314,0.0,2.004574132,54.297,0.116,0.149,6.674,-0.9355420107730815,-0.826813731587726,0.824386202318774,4.562030459957967
346,Turkey,1973,0.0,0.0,56.01583292,19.57831165,34.08916887,0.0,0.278639926,0.129129093,51.734,0.341,0.146,1.386,-0.4672456210075022,-0.835647144215563,0.1417632302757879,4.338870465052723
347,United Kingdom,1973,648.4282337,5881.532098,642.5467016,323.9274978,272.3495411,46.26966268,17.0853821,8.144350636,69.464,0.476,0.503,11.281,-0.32239304727950685,-0.2984320149440726,1.0523475992246638,5.931522537001085
348,Albania,1973,0.0,0.0,4.103547189,1.448208074,2.139874713,0.378939176,0.0,0.0,53.495,1.114,0.377,1.708,0.04688519083771014,-0.42365864979420714,0.23248786635298624,5.355714407396489
349,Armenia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
350,Azerbaijan,1973,44.90477753,44904.77753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
351,Belarus,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
352,Bosnia and Herz.,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
353,Bulgaria,1973,0.0,0.0,68.58242391,35.86107396,32.23509246,0.399233187,0.0,0.614900087,78.903,3.516,1.353,7.857,0.5460488664017343,0.13129779659762297,0.8952567531448946,7.072603416144252
354,Croatia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
355,Cyprus,1973,0.0,0.0,2.301421436,0.0,2.300326684,0.0,0.031323845,0.230593043,69.503,0.743,0.547,3.6,-0.1290111862394247,-0.2620126736665692,0.5563025007672873,5.665278640861294
356,Georgia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
357,Gibraltar,1973,0.0,0.0,0.0597499,0.0,0.0597499,0.0,3.924871652,0.021521615,49.664,0.116,0.143,2.107,-0.9355420107730815,-0.8446639625349383,0.3236645356081002,4.0434585623000805
358,Kazakhstan,1973,14.14872668,14148.72668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
359,Kosovo,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
360,Kyrgyzstan,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
361,Malta,1973,0.0,0.0,0.803101432,0.0,0.803101432,0.0,0.07193585,0.19369364,74.348,0.715,0.476,2.63,-0.1456939581989194,-0.32239304727950685,0.41995574848975786,5.451868743011332
362,Moldova,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
363,Montenegro,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
364,North Macedonia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
365,Romania,1973,140.7089057,10282.09133,130.4268144,37.13452416,36.57183096,56.22224248,0.0,0.064680115,64.46,2.003,0.831,6.197,0.30168094929357625,-0.08039897621588903,0.7921814961496788,6.513463469227366
366,Russia,1973,241.7533363,241753.3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
367,Serbia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
368,Tajikistan,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
369,Turkmenistan,1973,30.12986593,30129.86593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
370,Ukraine,1973,1.9963305,1996.3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
371,Uzbekistan,1973,5.29946789,5299.46789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
372,Former Soviet Union (if no detail),1973,0.0,0.0,2211.5645,981.7834597,768.9859387,457.9659755,14.55120047,70.40604868,61.619,2.101,0.756,8.841,0.32242605240595257,-0.12147820449879346,0.9465013905695875,6.647449238476747
373,Former Yugoslavia (if no detail),1973,0.0,0.0,67.00401799,38.06966636,27.04112507,1.772436825,0.0,0.719492097,68.173,0.912,0.399,3.184,-0.04000516167158381,-0.3990271043132517,0.5029730590656315,5.563940793080796
374,Algeria,1973,55.44926031,44338.20998,11.11105033,0.414828019,7.169531896,3.524308798,0.497631008,0.407808949,54.459,0.274,0.095,0.744,-0.562249437179612,-1.0222763947111522,-0.1284270644541213,3.787047103655115
375,Angola,1973,8.317984388,5285.171893,3.032812495,0.0,2.104192223,0.128167745,0.472939119,0.235978601,12.714,0.053,0.03,0.334,-1.275724130399211,-1.5228787452803376,-0.4762535331884355,2.225143591132016
376,Benin,1973,0.6296521102,0.1629732,0.629489137,0.0,0.416921447,0.0,0.0,0.012649903,8.273,0.144,0.054,0.127,-0.8416375079047503,-1.2676062401770316,-0.8961962790440431,2.4945599728741747
377,Botswana,1973,0.320956981,0.0,0.320956981,0.044894853,0.21592217,0.0,0.0,0.003189042,24.701,0.259,0.113,0.391,-0.5867002359187482,-0.9469215565165803,-0.40782324260413316,3.558554964960538
378,Cameroon,1973,1.662121416,0.5309025,1.661590513,0.0,0.814886071,0.0,0.0,0.194522856,6.767,0.119,0.049,0.114,-0.9244530386074693,-1.3098039199714864,-0.9430951486635274,2.322647892757517
379,Congo,1973,2.098243136,1404.301176,0.69394196,0.0,0.603219288,0.004498104,0.0,0.051022271,26.879,0.279,0.147,0.391,-0.5543957967264024,-0.8326826652518239,-0.40782324260413316,3.7050982954176406
380,Côte d'Ivoire,1973,3.113428655,1.1621595,3.112266495,0.0,2.745314982,0.0,0.046672175,0.156256153,24.056,0.173,0.073,0.433,-0.7619538968712046,-1.136677139879544,-0.36351210364663455,3.237856859602617
381,Dem. Rep. Congo,1973,4.346085703,1.2476975,4.344838005,0.858080218,1.793325395,0.0,0.373377728,0.289819499,8.833,0.099,0.055,0.12,-1.00436480540245,-1.2596373105057561,-0.9208187539523752,2.3151791301394185
382,Egypt,1973,28.33663302,7206.01881,21.13061421,1.085852986,19.61502108,0.171328335,0.522087962,0.228408182,53.037,0.503,0.15,0.558,-0.2984320149440726,-0.8239087409443188,-0.25336580106242124,4.124293443049187
383,Equatorial Guinea,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
384,Eritrea,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
385,Kingdom of Eswatini,1973,0.426952207,0.0,0.426952207,0.0,0.246767218,0.0,0.0,0.003189042,9.512,0.347,0.145,0.504,-0.4596705252091263,-0.8386319977650252,-0.2975694635544747,3.9041280134713734
386,Ethiopia,1973,4.937423143,0.698921,4.936724222,0.0,1.317091713,0.0,0.050268999,0.133828096,2.781,0.127,0.048,0.042,-0.8961962790440431,-1.3187587626244128,-1.3767507096020994,1.9082942487294448
387,Gabon,1973,7.531904269,6761.835266,0.770069003,0.0,0.613837257,0.0,0.204187267,0.031888919,10.096,0.135,0.068,0.961,-0.8696662315049939,-1.1674910872937636,-0.017276612331454656,3.4455660688697876
388,Ghana,1973,2.751094355,0.8376698,2.750256685,0.0,2.117904808,0.0,0.186974239,0.082805825,14.761,0.2,0.068,0.216,-0.6989700043360187,-1.1674910872937636,-0.6655462488490691,2.9679926595211485
389,Kenya,1973,4.596075376,2.1111225,4.593964253,0.177451968,3.454653239,0.0,1.435054115,0.816358427,14.588,0.248,0.099,0.277,-0.6055483191737837,-1.00436480540245,-0.5575202309355514,3.3325666444882147
390,Libya,1973,89.58749574,82670.5493,6.91694644,0.0,3.85667355,3.021897696,0.006222892,0.353967752,62.721,0.104,0.037,3.274,-0.9829666607012196,-1.431798275933005,0.5150786750759226,3.600313738441698
391,Madagascar,1973,1.065092996,0.0,1.065092996,0.0,0.686996652,0.0,0.410323356,0.021521615,11.071,0.121,0.036,0.093,-0.9172146296835499,-1.4436974992327127,-1.031517051446065,2.1075708196376723
392,Mauritius,1973,0.0,0.0,0.358918072,0.0,0.331146939,0.0,0.057365085,0.079722448,20.629,0.205,0.099,0.379,-0.6882461389442457,-1.00436480540245,-0.42136079003192767,3.3860282656213765
393,Morocco,1973,8.697561626,41.412435,8.656149191,1.481983093,6.795402421,0.137517557,0.323879157,0.490984889,56.453,0.428,0.175,0.505,-0.368556230986828,-0.7569619513137056,-0.2967086218813386,4.077773195818128
394,Mozambique,1973,4.360421564,74.9960668,4.285425497,1.39820397,1.399375522,0.0,0.652331422,0.117989151,9.679,0.791,0.361,0.304,-0.10182351650232342,-0.4424927980943421,-0.5171264163912462,4.4385572690120885
395,Namibia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
396,Niger,1973,0.49419297,0.0,0.49419297,0.0,0.24472388,0.0,0.0,0.0,7.332,0.085,0.036,0.048,-1.0705810742857071,-1.4436974992327127,-1.3187587626244128,1.6669626638571673
397,Nigeria,1973,107.8799604,87987.71449,19.8922459,0.729211417,6.977665557,0.833444182,0.040934499,0.385645348,5.603,0.075,0.038,0.141,-1.1249387366083,-1.4202164033831899,-0.8507808873446201,2.10406397266389
398,Rwanda,1973,0.869197525,0.0,0.869197525,0.0,0.071400186,0.0,0.0,0.006151171,0.353,0.053,0.022,0.016,-1.275724130399211,-1.6575773191777938,-1.7958800173440752,0.7708185330789199
399,Senegal,1973,1.561876195,1.603121,1.560273074,0.0,1.396694407,0.0,3.080323928,0.360187042,24.972,0.294,0.121,0.289,-0.5316526695878427,-0.9172146296835499,-0.5391021572434522,3.512030543485155
400,South Africa,1973,190.3071075,8163.490105,182.1436174,147.0473002,33.47355687,0.0,8.641321075,0.585276251,86.663,1.408,0.643,7.319,0.1486026548060934,-0.1917890270757779,0.864451747158183,6.321265374888498
401,S. Sudan,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
402,Sudan,1973,5.412542356,2.54749,5.409994866,0.0,4.601622796,0.0,0.006417043,0.37815662,14.741,0.241,0.119,0.284,-0.6179829574251317,-0.9244530386074693,-0.5466816599529624,3.4108823440144365
403,Tanzania,1973,2.818435009,0.8256858,2.817609323,0.0,1.696013064,0.0,0.062714783,0.085941738,8.293,0.227,0.092,0.111,-0.6439741428068773,-1.0362121726544447,-0.9546770212133425,2.8651366633253357
404,Togo,1973,0.4403098566,0.1321846,0.440177672,0.0,0.309919399,0.0,0.0,0.0,9.751,0.159,0.065,0.127,-0.7986028756795485,-1.1870866433571443,-0.8961962790440431,2.6181142019192643
405,Tunisia,1973,6.457049176,2065.261866,4.39178731,0.322930372,3.683520701,0.264876527,0.05405965,0.449581979,53.566,0.546,0.207,0.774,-0.2628073572952627,-0.6840296545430823,-0.11125903931710739,4.441903948844548
406,Uganda,1973,1.909417357,0.0,1.909417357,0.0,0.745503557,0.0,0.0,0.137122802,3.736,1.863,0.647,0.066,0.27021285489624264,-0.1890957193312996,-1.1804560644581312,4.400661071106812
407,Zambia,1973,0.0,0.0,4.734797076,2.21650783,1.963470319,0.0,0.0,0.066861216,24.001,0.687,0.268,0.889,-0.16304326294044955,-0.5718652059712112,-0.0510982390297863,4.713993292058553
408,Zimbabwe,1973,0.0,0.0,9.271227325,6.22979245,1.908000437,0.0,0.0,0.139941129,32.589,1.262,0.68,1.401,0.10105935490811552,-0.16749108729376366,0.1464381352857746,5.580006402900127
409,Other Africa,1973,0.0,0.0,11.25127381,0.140323739,5.811419881,0.0,2.43669159,0.484712769,8.227,0.216,0.091,0.131,-0.6655462488490691,-1.0409586076789064,-0.8827287043442357,2.910766439127789
410,Bangladesh,1973,5.311688041,132.577974,5.179110067,0.484671499,2.483508803,0.468766113,0.096843937,0.057188433,12.862,0.1,0.035,0.048,-1.0,-1.4559319556497243,-1.3187587626244128,1.7253092817258628
411,Brunei Darussalam,1973,7.765770757,7074.817355,0.690953401,0.0,0.15958012,0.529247804,0.0,0.019133352,47.499,0.107,0.053,4.598,-0.9706162223147904,-1.275724130399211,0.6625689669332602,3.916228614219259
412,Cambodia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
413,DPR of Korea,1973,0.0,0.0,73.33548136,69.79374167,3.451148661,0.0,0.0,0.0,84.179,6.619,1.832,4.499,0.8207923810882037,0.2629254693318316,0.6531159931655668,7.236833843585602
414,India,1973,224.4893728,11386.12773,213.1032451,130.0892724,58.51034612,1.143702467,0.731094974,1.736674881,31.84,0.954,0.286,0.315,-0.020451625295904902,-0.543633966870957,-0.5016894462103995,4.434224961622739
415,Indonesia,1973,69.64509869,27782.88743,41.86221126,0.33689924,31.92692543,0.176280904,1.336468684,0.210467465,20.1,0.385,0.125,0.257,-0.4145392704914993,-0.9030899869919435,-0.5900668766687055,3.592303865847852
416,Laos,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
417,Malaysia,1973,17.27962519,3861.569453,13.41805574,0.027801188,13.12804251,0.021219854,0.073937146,0.532175883,53.885,0.512,0.205,1.177,-0.2907300390241692,-0.6882461389442457,0.0707764628434347,4.59180028487502
418,Mongolia,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
419,Myanmar,1973,0.0,0.0,5.654100921,0.191105853,3.113472477,0.178368058,0.003111608,0.028594513,10.384,0.713,0.196,0.118,-0.14691047014813446,-0.707743928643524,-0.9281179926938746,3.717227608514467
420,Nepal,1973,0.0,0.0,1.75926024,0.186728672,0.211403753,0.0,0.0,0.012755568,2.431,0.095,0.028,0.03,-1.0222763947111522,-1.5528419686577808,-1.5228787452803376,1.4020028913507296
421,Pakistan,1973,22.01852875,1173.406353,20.8451224,2.27910378,9.088035878,5.77284054,0.500866325,1.049333288,22.088,0.431,0.132,0.264,-0.3655227298392684,-0.8794260687941501,-0.5783960731301689,3.676655128236413
422,Philippines,1973,30.35469509,10.2541,30.34444099,0.049783785,28.17166792,0.0,0.828936109,0.780941296,39.585,0.45,0.188,0.69,-0.3467874862246563,-0.7258421507363202,-0.16115090926274472,4.266219453776278
423,Singapore,1973,0.0,0.0,8.190411837,0.019466793,8.114385924,0.055029322,13.68012478,1.000997172,51.675,0.397,0.254,3.704,-0.40120949323688493,-0.595166283380062,0.5686709780098967,5.07229520139295
424,Sri Lanka,1973,0.0,0.0,4.47680524,0.009111003,3.572367241,0.0,1.352220227,0.003135913,20.417,0.359,0.12,0.267,-0.44490555142168087,-0.9208187539523752,-0.5734887386354247,3.5607869559905194
425,Chinese Taipei,1973,0.0,0.0,38.65412025,9.262738101,27.19618322,2.195198926,1.298446654,2.657300284,69.559,1.047,0.508,2.416,0.019946681678842306,-0.29413628771608075,0.3830969299490942,5.608907323911856
426,Thailand,1973,22.35123288,13.2683955,22.33796449,0.402161083,20.78935715,0.0,0.280629159,2.065931274,31.909,0.507,0.187,0.539,-0.294992040666664,-0.7281583934635011,-0.2684112348132613,4.208438331056573
427,Vietnam,1973,21.06805203,831.30118,20.23675085,6.244084528,11.59465309,0.0,0.0,6.2020579,30.11,0.875,0.299,0.392,-0.057991946977686754,-0.5243288116755703,-0.4067139329795427,4.5109653083672
428,Other Asia,1973,0.0,0.0,12.68365584,4.100896235,7.348801021,0.349750662,0.596901024,0.39212909,45.788,0.397,0.212,0.416,-0.40120949323688493,-0.6736641390712486,-0.3809066693732573,4.044219698318609
429,China,1973,994.1154002,50754.1041,943.3612961,720.0573058,152.6573731,11.78097724,2.610531839,0.0,48.378,3.085,1.918,0.98,0.4892551683692605,0.2828486028346448,-0.00877392430750515,6.2633298468964
430,"Hong Kong, China",1973,0.0,0.0,9.689017532,0.04169458,9.580068052,0.064644053,3.668270527,1.667794815,73.338,0.269,0.202,2.27,-0.5702477199975919,-0.6946486305533762,0.35602585719312274,4.5911295066421545
431,Argentina,1973,105.7010985,17853.57115,87.8475274,3.483436576,69.93825658,14.19510978,0.469439533,0.650535748,59.621,0.323,0.24,3.467,-0.4907974776688971,-0.619788758288394,0.5399538416563967,4.929367605699106
432,Bolivia,1973,12.74467109,10133.44615,2.611224935,0.0,2.367767581,0.177443517,0.0,0.0,50.161,0.446,0.19,0.511,-0.35066514128785814,-0.721246399047171,-0.29157909986528724,4.136509359799684
433,Brazil,1973,127.0935805,3525.122875,123.5684577,6.178956214,107.1197619,0.565089925,1.0895328,0.0,32.647,0.254,0.152,1.081,-0.595166283380062,-0.8181564120552275,0.03382569395331033,4.120502998518021
434,Cuba,1973,22.17644481,39.1115525,22.13733326,0.328373267,21.47748623,0.08155729,0.0,0.340197965,48.056,0.797,0.257,2.334,-0.09854167860388763,-0.5900668766687055,0.36810085170935136,5.1794922964367585
435,Curaçao,1973,0.0,0.0,15.68166572,0.0,15.68166572,0.0,7.208105044,0.175177883,62.328,11.085,8.808,94.589,1.044735697450507,0.9448773059636953,1.975840634107195,9.465453637521398
436,Dominican Rep.,1973,0.0,0.0,4.88938803,0.0,4.69397789,0.0,0.0,0.082911489,38.623,0.422,0.198,0.956,-0.37468754903832613,-0.7033348097384688,-0.019542107723899943,4.402435533499305
437,Ecuador,1973,8.428709726,4043.498695,4.385211031,0.0,4.039636651,0.0,0.312603484,0.398612538,40.295,0.175,0.097,0.59,-0.7569619513137056,-1.0132282657337552,-0.22914798835785583,3.5006617945946834
438,El Salvador,1973,0.0,0.0,2.139698066,0.0,1.709769434,0.0,0.0,0.051022271,20.371,0.139,0.068,0.434,-0.8569851997459049,-1.1674910872937636,-0.3625102704874893,3.1130134424728424
439,Guatemala,1973,0.0,0.0,3.305100993,0.0,2.664438213,0.0,0.206613346,0.196865404,21.33,0.16,0.078,0.449,-0.7958800173440752,-1.1079053973095196,-0.3477536589966768,3.248460926349728
440,Guyana,1973,1.8147297,0.0,1.8147297,0.0,1.777120502,0.0,0.0,0.003189042,48.322,0.805,0.401,2.417,-0.09420411963213146,-0.39685562737981767,0.38327665040765035,5.392216903395701
441,Haiti,1973,0.0,0.0,0.791323673,0.0,0.370981013,0.0,0.0,0.025511135,4.702,0.051,0.023,0.074,-1.2924298239020637,-1.6382721639824072,-1.1307682802690238,1.4385297318465051
442,Honduras,1973,0.0,0.0,1.616186259,0.0,1.283340422,0.0,0.0,0.028700177,20.497,0.269,0.129,0.416,-0.5702477199975919,-0.889410289700751,-0.3809066693732573,3.6594353209283996
443,Jamaica,1973,0.0,0.0,8.259712663,0.0,8.225922477,0.0,0.376489012,0.465579418,59.067,0.761,0.425,4.202,-0.11861534322942717,-0.37161106994968846,0.6234560480699338,5.633229634890818
444,Nicaragua,1973,0.0,0.0,1.904065761,0.0,1.693160094,0.0,0.0,0.047833528,29.626,0.256,0.099,0.622,-0.5917600346881504,-1.00436480540245,-0.2062096153091813,3.697665544600218
445,Panama,1973,0.0,0.0,3.075109854,0.032581881,2.938038089,0.0,1.945936447,0.338023442,34.477,0.38,0.204,1.783,-0.42021640338318983,-0.6903698325741012,0.2511513431753546,4.640565107218063
446,Paraguay,1973,1.040596045,0.3122233,1.040283822,0.0,0.715753477,0.0,0.0,0.046363989,11.051,0.113,0.053,0.272,-0.9469215565165803,-1.275724130399211,-0.5654310959658012,2.7119232171184073
447,Peru,1973,20.75859844,3219.36815,17.53923029,0.604809586,15.15750305,0.706413562,0.084009851,0.580379826,40.811,0.291,0.157,1.108,-0.5361070110140927,-0.8041003475907662,0.04453976039241098,4.204332401787552
448,Suriname,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
449,Trinidad and Tobago,1973,13.12780635,7419.294202,5.70851215,0.0,3.013429366,2.692229383,5.177370452,0.121178192,51.29,0.861,0.572,5.519,-0.06499684854634524,-0.24260397120697583,0.7418603940652636,5.934259574311943
450,Uruguay,1973,5.241985558,1.3408155,5.240644742,0.055148918,5.058433026,0.0,0.309281344,0.0,51.688,0.255,0.197,1.783,-0.5934598195660449,-0.7055337738384071,0.2511513431753546,4.452157749770903
451,Venezuela,1973,317.3483169,261665.1761,55.6831408,1.176575059,34.0234184,20.3977953,9.806733506,0.629506839,68.883,0.166,0.165,4.43,-0.7798919119599449,-0.7825160557860937,0.6464037262230695,4.58399575847703
452,Other Non-OECD Americas,1973,0.0,0.0,8.183827796,0.135664838,8.018422329,0.0,3.681816236,0.535735339,39.953,0.173,0.15,1.814,-0.7619538968712046,-0.8239087409443188,0.2586372827240765,4.172774644908554
453,Bahrain,1973,9.131071137,4853.219649,4.277851488,0.0,1.119447205,3.158404283,0.266307907,0.650535748,50.085,1.748,0.869,16.606,0.24254142829838424,-0.060980223551333534,1.220265033587232,6.901826238334283
454,Iran,1973,230.5782059,178151.4784,52.42672751,1.114645063,43.73883898,7.546432059,1.138801535,7.38868129,60.18,0.246,0.091,1.678,-0.6090648928966209,-1.0409586076789064,0.22479195649268147,4.074768455917154
455,Iraq,1973,51.27396295,39358.80418,11.91515878,0.0,9.58841273,2.323797723,0.248918269,0.37294261,60.614,1.738,0.835,1.086,0.24004977211264766,-0.07831352451639793,0.03582982525282817,5.697566072849078
456,Jordan,1973,1.745649384,1.612604,1.74403678,0.0,1.743697792,0.0,0.0,0.130745018,66.907,0.372,0.163,0.974,-0.4294570601181025,-0.7878123955960422,-0.011441043121384482,4.271289501164471
457,Kuwait,1973,64.19928125,47819.61879,16.37966246,0.0,4.677461563,11.69697918,7.274901867,0.226358946,52.889,0.315,0.199,16.731,-0.5016894462103995,-0.7011469235902933,1.2235218992112236,5.520685529410531
458,Lebanon,1973,6.501566095,3.5330475,6.498033048,0.048062367,6.413125285,0.0,0.066536535,0.488351775,64.145,0.198,0.1,2.485,-0.7033348097384688,-1.0,0.3953263930693509,4.191991583330882
459,Oman,1973,14.72435382,14428.73889,0.29561493,0.0,0.29561493,0.0,3.827120334,0.012755568,71.911,0.042,0.021,0.399,-1.3767507096020994,-1.6777807052660807,-0.3990271043132517,2.0464414808185682
460,Qatar,1973,16.48633847,13017.04568,3.469292792,0.0,0.434420485,3.034380803,0.0,0.06696688,57.535,0.135,0.092,21.076,-0.8696662315049939,-1.0362121726544447,1.3237881899007506,4.917909785741312
461,Saudi Arabia,1973,124.2956425,106585.3251,17.71031744,0.0,14.09941145,3.610579624,42.96163665,0.755769331,58.004,0.076,0.032,2.478,-1.1191864077192086,-1.494850021680094,0.3941013020400447,3.280064872640742
462,Syria,1973,15.67648787,10687.84012,4.988647746,0.011264933,4.977197891,0.0,0.856677418,0.506929498,57.256,0.797,0.927,0.704,-0.09854167860388763,-0.0329202658555029,-0.1524273408578878,5.2161107146827215
463,United Arab Emirates,1973,55.08119717,51825.68978,3.25550739,0.0,0.790098158,2.465409231,0.0,0.114641616,59.171,0.079,0.047,7.316,-1.1023729087095586,-1.3279021420642825,0.8642736968043793,3.9339986460305383
464,Yemen,1973,1.901290293,2.0157325,1.89927456,0.0,1.894501545,0.0,1.013942719,0.101939176,45.816,0.271,0.168,0.251,-0.5670307091255943,-0.7746907182741372,-0.6003262785189618,3.557952294081307
465,Canada,1974,413.4140059,22111.9708,391.3020351,59.09147758,244.8304989,86.21162738,3.275050847,1.686928167,56.913,0.695,0.679,16.895,-0.15801519540988615,-0.1681302257194983,1.2277581961109152,6.401612774981531
466,Chile,1974,20.65988699,320.0633225,20.33982367,4.560511191,14.37141181,0.986535221,0.460499187,0.375390822,55.78,0.453,0.271,1.924,-0.34390179798716813,-0.5670307091255943,0.28420506770179416,4.873272560589031
467,Colombia,1974,36.78097084,4414.49348,32.36647736,7.775779939,20.00736929,3.46209494,0.798516118,0.849312755,49.837,0.0,0.0,1.31,0.0,0.0,0.11727129565576427,5.617271295655764
468,Costa Rica,1974,0.0,0.0,1.656265144,0.002506452,1.600814951,0.0,0.0,0.0,41.073,0.14,0.095,0.795,-0.8538719643217619,-1.0222763947111522,-0.09963287134352969,3.5242187696235563
469,Mexico,1974,156.9543686,25297.07608,131.6572925,6.827047826,98.29567069,24.62194779,0.37026612,2.484153242,54.774,0.372,0.195,2.177,-0.4294570601181025,-0.7099653886374819,0.33785842904109437,4.69843598028551
470,United States of America,1974,4840.27441,246106.1645,4594.168246,1241.743857,2190.153258,1158.606873,32.128876,15.14089716,64.101,0.766,0.766,21.225,-0.11577123036739606,-0.11577123036739606,1.3268476989159903,6.595305238181198
471,Australia,1974,183.3441405,8120.563225,175.2235772,87.37238713,79.22053608,7.819600906,5.712941131,1.909049868,69.935,0.489,0.541,12.475,-0.3106911408763798,-0.26680273489343054,1.0960405542954275,6.018546678525617
472,Israel,1974,15.975279,8.82526,15.96645374,0.002860271,15.96200534,0.000658064,0.0,2.09423117,64.581,0.258,0.26,4.686,-0.5883802940367698,-0.585026652029182,0.6708022842609439,4.997395338194992
473,Japan,1974,898.2174708,5810.033625,892.4074371,212.4028046,662.4629858,17.54164674,58.41515973,3.69719336,65.697,0.5,0.428,8.026,-0.3010299956639812,-0.368556230986828,0.9044991553978199,5.73491292874701
