,Country,Year,GHG Engery,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP,CO2-GDP logged,CO2-GDP PPP logged,CO2-POP logged,Socioeconomic Measures
6524,Denmark,2013,41.28492125,1433.556118,39.85136513,12.91508634,17.056645,7.750834169,1.994262995,2.453450971,53.769,0.134,0.145,6.926,-0.8728952016351923,-0.8386319977650252,0.840482487213442,4.628955287813224
6525,Estonia,2013,18.79885622,63.8352398,18.73502098,13.95038858,3.056923391,1.143843756,1.339898384,0.142632153,75.273,0.845,0.503,13.958,-0.07314329105030767,-0.2984320149440726,1.1448231939898939,6.273247887995513
6526,Finland,2013,0.0,0.0,51.30052558,20.90589303,22.07917724,6.231164916,0.411522925,1.890817579,35.559,0.212,0.214,9.139,-0.6736641390712486,-0.6695862266508091,0.9608986773266607,5.1176483116046025
6527,France,2013,340.0267702,2017.2794,338.0094908,46.38764184,190.8301271,89.57264635,7.276589883,16.03851343,30.538,0.138,0.124,5.014,-0.8601209135987634,-0.906578314837765,0.7001843296221977,4.433485101185669
6528,Germany,2013,779.4314514,4851.499575,774.5799519,335.0612862,252.2766533,164.0019119,7.316964773,25.05717486,56.738,0.236,0.204,9.469,-0.6270879970298935,-0.6903698325741012,0.9763041165520028,5.158846286948008
6529,Greece,2013,0.0,0.0,69.81114841,29.40547424,33.12704199,6.806810968,6.831202232,2.016871984,70.3,0.353,0.238,6.279,-0.4522252946121775,-0.623423042943488,0.7978904830583489,5.222242145502683
6530,Hungary,2013,0.0,0.0,41.45872592,9.191938482,14.00484014,17.01079981,0.0,0.498069145,40.231,0.347,0.165,4.068,-0.4596705252091263,-0.7825160557860937,0.609380944250707,4.867194363255487
6531,Iceland,2013,0.0,0.0,2.036439021,0.410775523,1.623922339,0.0,0.078127956,0.485770994,8.13,0.122,0.131,6.194,-0.9136401693252518,-0.8827287043442357,0.791971201020768,4.49560232735128
6532,Ireland,2013,0.0,0.0,35.12254672,8.623316889,17.44312473,8.754589032,0.446929656,1.872370352,63.177,0.16,0.144,7.484,-0.7958800173440752,-0.8416375079047503,0.8741337788279723,4.736616253579147
6533,Italy,2013,348.437262,4926.256205,343.5110058,53.3566034,148.9342621,133.1077276,7.038032741,8.983689141,51.888,0.185,0.152,5.597,-0.7328282715969862,-0.8181564120552275,0.7479553069067298,4.696970623254516
6534,Latvia,2013,0.0,0.0,7.310155993,0.294767607,3.6861662,2.802336542,0.760276831,0.365865364,38.035,0.268,0.148,3.434,-0.5718652059712112,-0.8297382846050426,0.5358002908248978,4.6341968002486436
6535,Lithuania,2013,0.0,0.0,11.27548093,1.11602078,6.532134024,3.296930447,0.279428507,0.20906588,37.263,0.277,0.137,3.675,-0.5575202309355514,-0.8632794328435932,0.5652573434202137,4.644457679641069
6536,Luxembourg,2013,0.0,0.0,9.966323901,0.212133105,7.463470299,2.102758214,0.0,1.116341778,58.854,0.171,0.167,17.985,-0.7670038896078462,-0.7772835288524167,1.2549104421545298,5.210623023694267
6537,Netherlands,2013,158.627203,334.5987268,158.2926043,31.75692124,49.75272148,73.25801253,41.38490727,10.31187303,49.651,0.212,0.19,9.331,-0.6736641390712486,-0.721246399047171,0.969928189428116,5.075017651309697
6538,Norway,2013,41.01680256,1567.403033,39.44939952,2.968038982,23.36789216,11.70448125,1.299154077,1.557886186,30.18,0.104,0.128,7.641,-0.9829666607012196,-0.8927900303521317,0.8831501996832776,4.507393508629926
6539,Poland,2013,300.1794954,1437.613675,298.7418817,210.1496221,57.81342796,26.53459136,0.441145905,1.574143922,71.516,0.664,0.311,7.595,-0.1778319206319825,-0.5072396109731625,0.8805277781988051,5.69545624659366
6540,Portugal,2013,0.0,0.0,44.656598,10.5628283,24.72587736,8.061284721,2.074785586,2.794720631,48.602,0.225,0.146,4.183,-0.6478174818886375,-0.835647144215563,0.6214878645806302,4.638023238476429
6541,Slovakia,2013,0.0,0.0,32.10036094,13.06544008,8.818867296,9.381432925,0.0,0.122980017,44.791,0.386,0.21,5.872,-0.41341269532824504,-0.6777807052660807,0.7687860469080141,5.1775926463136885
6542,Slovenia,2013,14.57477164,36.60024,14.5381714,5.615095241,6.925924647,1.617217336,0.191952057,0.076862399,49.214,0.345,0.228,6.872,-0.4621809049267259,-0.6420651529995461,0.8370831508231859,5.232837092896914
6543,Spain,2013,0.0,0.0,239.6833968,45.01149604,132.3808184,59.17355378,23.01625063,10.74230294,48.29,0.208,0.153,5.068,-0.6819366650372385,-0.8153085691824012,0.7048366062114036,4.707591371991764
6544,Sweden,2013,40.84896495,44.7612575,40.8042037,7.558860674,27.69153595,1.992742723,5.092058851,2.379662961,18.722,0.083,0.087,4.061,-1.080921907623926,-1.0604807473813815,0.608632989490037,3.9672303344847295
6545,Switzerland,2013,0.0,0.0,42.64933159,0.532890219,30.85975426,7.266088049,0.018939957,4.6117499,37.665,0.062,0.08,5.155,-1.207608310501746,-1.0969100130080565,0.7122286696195353,3.9077103461097327
6546,Turkey,2013,0.0,0.0,289.1083686,121.2877565,78.52148436,87.98042965,2.868347081,4.021446117,59.207,0.368,0.157,3.745,-0.43415218132648237,-0.8041003475907662,0.5734518220354853,4.835199293118237
6547,United Kingdom,2013,459.7832259,7957.108925,451.826117,140.8754908,155.5308411,152.0847539,8.502282873,32.14389764,56.168,0.161,0.17,6.972,-0.7931741239681502,-0.769551078621726,0.8433573784379556,4.780632175848079
6548,Albania,2013,0.0,0.0,3.789948153,0.277873016,3.407305421,0.034265479,0.063429573,0.064564547,37.635,0.335,0.114,1.266,-0.47495519296315475,-0.9430951486635274,0.1024337056813363,4.184383364054654
6549,Armenia,2013,0.0,0.0,5.319433592,0.002634313,0.874918032,4.440628485,0.0,0.141426945,43.171,0.531,0.192,1.807,-0.2749054789185309,-0.7166987712964504,0.25695815256093185,4.76535390234595
6550,Azerbaijan,2013,39.27848263,9650.17283,29.6283098,0.0,10.09542922,19.39788363,0.252864816,1.168310015,49.718,0.575,0.211,3.118,-0.24033215531036956,-0.6757175447023074,0.49387611085282285,5.077826410840146
6551,Belarus,2013,0.0,0.0,58.30951998,3.231347504,17.76012464,36.84130222,0.0,0.308021963,50.687,0.996,0.328,6.091,-0.00174066157630127,-0.4841261562883209,0.7846885995014213,5.798821781636799
6552,Bosnia and Herz.,2013,0.0,0.0,21.74133259,17.11241737,4.183519407,0.381535464,0.0,0.009223464,79.604,1.384,0.544,5.945,0.14113609012073897,-0.26440110030182007,0.7741518589547104,6.150886848773629
6553,Bulgaria,2013,0.0,0.0,39.45046137,24.41157313,9.647840071,4.978334293,0.284041864,0.47654753,54.952,0.797,0.307,5.336,-0.09854167860388763,-0.5128616245228135,0.7272158209084926,5.615812517781792
6554,Croatia,2013,0.0,0.0,16.46807638,2.706524563,9.07878254,4.196639157,0.012452937,0.361461236,44.964,0.322,0.165,3.728,-0.4921441283041691,-0.7825160557860937,0.5714759036819438,4.796815719591681
6555,Cyprus,2013,0.0,0.0,5.747238006,0.000533692,5.733362297,0.0,0.756109264,0.740990115,69.548,0.29,0.213,6.554,-0.5376020021010439,-0.6716203965612623,0.8165064370463571,5.1072840383840505
6556,Georgia,2013,0.0,0.0,7.687858977,1.355233821,2.752612157,3.404990765,0.0,0.258257887,42.52,0.533,0.177,1.992,-0.2732727909734277,-0.7520267336381934,0.29928933408767994,4.773989809476059
6557,Gibraltar,2013,0.0,0.0,0.507241501,0.0,0.507241501,0.0,12.20902583,0.021521615,65.532,0.448,0.519,15.599,-0.348721986001856,-0.28483264215154214,1.1930967580722698,6.059542129918872
6558,Kazakhstan,2013,315.4055469,64240.30743,251.1652395,147.0776536,47.23765027,56.83020636,0.0,0.504217921,72.962,1.423,0.644,14.625,0.15320490008428433,-0.1911141326401879,1.1650958747542182,6.627186642198314
6559,Kosovo,2013,0.0,0.0,8.437511079,6.650699643,1.699971343,0.0,0.0,0.046117619,84.092,1.442,0.542,4.56,0.15896526038341022,-0.266000713461613,0.658964842664435,6.051929389586232
6560,Kyrgyzstan,2013,0.0,0.0,8.886064266,3.419935822,4.901850389,0.563143934,0.0,0.147576021,53.453,1.411,0.375,1.524,0.14952701375434785,-0.42596873227228116,0.1829849670035817,5.406543248485648
6561,Malta,2013,0.0,0.0,2.392065103,0.0,2.390528835,0.0,3.789736045,0.313598969,73.177,0.252,0.168,5.567,-0.5985994592184559,-0.7746907182741372,0.7456212213069384,4.872331043814345
6562,Moldova,2013,0.0,0.0,6.984498729,0.62374243,2.198478684,3.952167812,0.0,0.064759727,47.268,0.906,0.267,2.344,-0.042871802323186915,-0.5734887386354247,0.36995760734605304,5.253597066387441
6563,Montenegro,2013,0.0,0.0,2.345862657,1.563363882,0.72301537,0.0,0.0,0.039968543,55.242,0.589,0.235,3.651,-0.2298847052128984,-0.6289321377282637,0.5624118329497274,5.203594990008566
6564,North Macedonia,2013,0.0,0.0,8.005750826,4.932015499,2.69078581,0.303213669,0.0,0.031030964,67.749,0.841,0.294,3.81,-0.07520400420208784,-0.5316526695878427,0.5809249756756193,5.474068301885689
6565,Romania,2013,77.95195999,6817.14935,71.13481064,25.21263897,23.31797842,21.1272911,0.128921634,0.495122582,52.127,0.419,0.174,3.47,-0.3777859770337047,-0.7594507517174003,0.5403294747908738,4.903092746039769
6566,Russia,2013,2033.456021,454928.9283,1578.527093,416.6356214,320.7815076,814.7033032,16.26389199,18.17951855,53.2,1.136,0.439,10.93,0.05537833137500003,-0.35753547975787864,1.0386201619497029,6.236463013566825
6567,Serbia,2013,0.0,0.0,46.37924018,33.25556156,8.694683779,4.10800713,0.029160255,0.133851594,73.143,1.154,0.432,6.379,0.06220580881971259,-0.3645162531850879,0.8047526021504604,6.002442157785085
6568,Tajikistan,2013,0.0,0.0,3.055402003,1.011356522,2.036684561,0.007360918,0.0,0.107607478,30.31,0.433,0.134,0.37,-0.36351210364663455,-0.8728952016351923,-0.431798275933005,3.8317944187851682
6569,Turkmenistan,2013,176.3554019,117843.4399,58.51196194,0.0,18.26232717,40.2474467,0.0,1.39889751,60.171,1.412,0.664,10.465,0.14983469671578492,-0.1778319206319825,1.0197392326747052,6.491742008758507
6570,Ukraine,2013,276.6234654,7977.730798,268.6457346,149.311711,36.49656168,82.40618243,0.0,0.375857273,54.803,2.467,0.516,5.858,0.392169149489736,-0.28735029837278864,0.7677493673455799,6.372568218462527
6571,Uzbekistan,2013,128.8089997,21908.89512,106.9001046,8.634448384,8.775862603,89.48913554,0.0,0.65486863,63.373,1.414,0.583,3.517,0.1504494094608806,-0.23433144524098595,0.5461723683169426,5.9622903325368375
6572,Former Soviet Union (if no detail),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
6573,Former Yugoslavia (if no detail),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
6574,Algeria,2013,197.5159592,80657.92145,116.8580378,0.399554301,53.0981657,63.35714072,0.877425779,1.568938717,56.355,0.751,0.261,3.048,-0.1243600629958316,-0.583359492661719,0.4840149626675629,5.2762954070100125
6575,Angola,2013,47.13120915,25149.60111,21.98160803,0.0,19.65385081,0.787402803,0.737420632,1.17351522,36.039,0.184,0.105,0.773,-0.7351821769904635,-0.978810700930062,-0.11182050608167508,3.6741866159977996
6576,Benin,2013,5.126595173,2.6334,5.123961773,0.0,4.547341664,0.020973832,0.0,0.127555976,27.144,0.424,0.158,0.433,-0.37263414340726736,-0.8013429130455774,-0.36351210364663455,3.9625108399005207
6577,Botswana,2013,5.659033894,0.8898028,5.658144091,2.381653677,3.112583352,0.0,0.0,0.038266703,52.576,0.403,0.176,2.444,-0.39469495385889053,-0.7544873321858502,0.38810120157051664,4.738918915525776
6578,Cameroon,2013,12.54694872,5162.367595,7.384581121,0.0,5.044355015,0.594291861,0.153621041,0.169011721,16.494,0.192,0.078,0.256,-0.7166987712964504,-1.1079053973095196,-0.5917600346881504,3.0836357967058796
6579,Congo,2013,11.16846189,8182.864805,2.985597083,0.0,2.173015431,0.416191215,0.0,0.137122802,22.367,0.218,0.115,0.522,-0.6615435063953952,-0.9393021596463883,-0.28232949699773785,3.6168248369604785
6580,Côte d'Ivoire,2013,11.42814643,1054.303817,10.37384261,0.0,4.767668528,3.851349023,0.052895067,0.178578546,19.108,0.221,0.094,0.38,-0.6556077263148893,-1.0268721464003014,-0.42021640338318983,3.3973037239016195
6581,Dem. Rep. Congo,2013,10.06443835,1496.704898,8.567733448,0.0,3.549998755,0.0,0.0,0.484712769,3.033,0.099,0.054,0.047,-1.00436480540245,-1.2676062401770316,-1.3279021420642825,1.9001268123562358
6582,Egypt,2013,217.2532859,25996.64503,191.2566409,1.774762068,110.4052627,78.66862876,0.789346561,1.840317385,57.558,0.61,0.182,2.028,-0.21467016498923297,-0.7399286120149252,0.3070679506612984,4.85246917365714
6583,Equatorial Guinea,2013,9.500596123,6002.385,3.498211123,0.0,0.909274987,2.554257361,0.0,0.108422625,36.518,0.239,0.112,2.771,-0.6216020990518624,-0.9507819773298184,0.4426365257822317,4.370252449400551
6584,Eritrea,2013,0.6454461438,0.2875428,0.645158601,0.0,0.504712342,0.0,0.021780284,0.031888919,14.883,0.258,0.098,0.152,-0.5883802940367698,-1.0087739243075051,-0.8181564120552275,3.0846893696004978
6585,Kingdom of Eswatini,2013,1.119803636,0.0,1.119803636,0.227541914,0.752442459,0.0,0.0,0.003189042,19.778,0.243,0.101,0.856,-0.6143937264016879,-0.9956786262173574,-0.06752623532284678,3.822401412058108
6586,Ethiopia,2013,19.8895092,4.08722,19.88542198,0.776285902,7.71412744,0.0,0.0,1.297882155,5.415,0.162,0.061,0.086,-0.790484985457369,-1.214670164989233,-1.0655015487564323,2.4293433007969654
6587,Gabon,2013,13.12188371,9183.455332,3.938428381,0.0,2.702484244,0.603388931,0.548287985,0.206379101,14.758,0.247,0.124,1.724,-0.6073030467403343,-0.906578314837765,0.23653726148869397,4.2226558999105945
6588,Ghana,2013,15.82581101,1194.536718,14.63127429,0.0,13.32161072,0.617085201,0.166843429,0.420511388,36.871,0.292,0.099,0.498,-0.5346171485515817,-1.00436480540245,-0.30277065724028246,3.6582473888056857
6589,Kenya,2013,15.06521802,5.1017825,15.06011624,1.192451479,10.84544177,0.0,0.118527307,1.686928167,13.514,0.187,0.074,0.265,-0.7281583934635011,-1.1307682802690238,-0.5767541260631921,3.064319200204283
6590,Libya,2013,95.36005419,42602.63763,52.75741657,0.0,36.24296326,16.4378635,0.74986674,0.404990322,71.833,0.816,0.289,8.705,-0.08830984124613889,-0.5391021572434522,0.93976877545335,5.8123567769637585
6591,Madagascar,2013,4.04300568,0.0,4.04300568,0.877257063,1.993518359,0.0,0.057064078,0.10453309,10.482,0.267,0.081,0.12,-0.5734887386354247,-1.0915149811213503,-0.9208187539523752,2.9141775262908496
6592,Mauritius,2013,0.0,0.0,3.872449719,1.744144151,2.109711275,0.0,0.851163139,0.733446938,66.727,0.342,0.165,3.033,-0.46597389394386496,-0.7825160557860937,0.48187241031066347,4.733382460580705
6593,Morocco,2013,52.51096692,106.36503,52.40460189,11.77532705,37.37359218,2.346136127,0.429363788,1.757083789,65.703,0.5,0.205,1.524,-0.3010299956639812,-0.6882461389442457,0.1829849670035817,4.693708832395355
6594,Mozambique,2013,7.549983201,2367.623251,5.18235995,0.0,3.254295915,0.441870936,0.006417043,0.130745018,9.116,0.261,0.119,0.144,-0.583359492661719,-0.9244530386074693,-0.8416375079047503,3.150549960826061
6595,Namibia,2013,3.604830655,1.0769598,3.603753695,0.056091653,3.491796364,0.0,0.0,0.105207813,46.208,0.341,0.157,1.584,-0.4672456210075022,-0.8041003475907662,0.19975517725347472,4.428409208655206
6596,Niger,2013,2.99120412,463.112847,2.528091273,0.271691328,1.538776699,0.0,0.0,0.06696688,14.828,0.205,0.087,0.095,-0.6882461389442457,-1.0604807473813815,-1.0222763947111522,2.728996718963221
6597,Nigeria,2013,210.0240465,85937.59072,124.0864558,5.947504759,55.98594976,27.69549676,1.165519821,1.081037205,14.476,0.194,0.098,0.504,-0.712198270069774,-1.0087739243075051,-0.2975694635544747,3.481458342068246
6598,Rwanda,2013,1.678427609,0.0,1.678427609,0.0,0.880845557,0.005154998,0.0,0.104569611,5.292,0.118,0.049,0.079,-0.9281179926938746,-1.3098039199714864,-1.1023729087095586,2.1597051786250803
6599,Senegal,2013,6.398758946,14.742255,6.384016691,0.864401131,5.110507392,0.076769174,0.216177783,0.78580284,38.508,0.381,0.156,0.441,-0.4190750243243807,-0.8068754016455384,-0.35556141053216145,3.9184881634979196
6600,South Africa,2013,471.1812143,32985.17398,438.1960403,360.6146092,72.28744468,4.010321767,10.63894192,4.078433885,80.435,1.282,0.585,8.023,0.10788802518279862,-0.23284413391781958,0.904336792202495,6.279380683467474
6601,S. Sudan,2013,2.833902654,1304.872204,1.52903045,0.0,1.473329964,0.0,0.0,0.117989151,51.333,0.097,0.088,0.131,-1.0132282657337552,-1.0555173278498313,-0.8827287043442357,2.548525702072178
6602,Sudan,2013,19.86837772,3862.856575,16.00552114,0.0,13.97209243,0.0,0.048127823,0.389045712,18.324,0.18,0.089,0.382,-0.744727494896694,-1.0506099933550872,-0.41793663708829126,3.2867258746599277
6603,Tanzania,2013,15.87805901,269.9152525,15.60814375,0.177023653,8.546383918,1.918674966,0.059117959,0.309270436,11.881,0.251,0.101,0.213,-0.6003262785189618,-0.9956786262173574,-0.6716203965612623,3.2323746987024187
6604,Togo,2013,1.741448337,0.8721035,1.740576233,0.0,1.297187733,0.0,0.016042608,0.248734169,10.034,0.253,0.103,0.179,-0.5968794788241821,-0.9871627752948278,-0.7471469690201068,3.1688107768608833
6605,Tunisia,2013,27.98544713,3887.32426,24.09812287,0.0,11.41130139,12.39183015,0.038220246,0.876821494,54.156,0.538,0.203,2.092,-0.2692177243336108,-0.6925039620867871,0.3205616801952366,4.858839993774839
6606,Uganda,2013,6.670907377,0.0,6.670907377,0.0,3.403497668,0.0,0.0,0.424123673,5.031,0.128,0.045,0.095,-0.8927900303521317,-1.3467874862246563,-1.0222763947111522,2.2381460887120594
6607,Zambia,2013,0.0,0.0,5.25821786,0.350806712,3.237417751,0.0,0.0,0.151851284,8.81,0.179,0.07,0.232,-0.7471469690201068,-1.154901959985743,-0.6345120151091003,2.96343905588505
6608,Zimbabwe,2013,0.0,0.0,14.30000024,7.692692977,4.156091272,0.0,0.0,0.03183609,26.223,0.611,0.33,0.864,-0.21395878975744578,-0.4814860601221125,-0.06348625752110672,4.741068892599335
6609,Other Africa,2013,0.0,0.0,30.52589886,1.835890874,18.61922112,0.0,0.835685429,1.414549039,12.086,0.242,0.096,0.16,-0.6161846340195687,-1.0177287669604316,-0.7958800173440752,3.0702065816759245
6610,Bangladesh,2013,70.54945127,4960.96109,65.58849018,3.941970508,17.11808692,41.50263784,0.292479161,0.963047755,43.308,0.301,0.106,0.403,-0.5214335044061567,-0.9746941347352298,-0.39469495385889053,3.609177406999723
6611,Brunei Darussalam,2013,8.761706972,1863.878643,6.897828329,0.0,1.95231596,4.945512368,0.248918269,0.264678778,53.798,0.515,0.256,16.635,-0.28819277095880896,-0.5917600346881504,1.2210228052048413,5.841069999557882
6612,Cambodia,2013,0.0,0.0,6.122149568,0.230926593,5.122069068,0.0,0.0,0.166081024,24.409,0.332,0.114,0.349,-0.4788619162959637,-0.9430951486635274,-0.45717457304082015,3.6208683619996886
6613,DPR of Korea,2013,0.0,0.0,34.89956822,31.98533391,2.777986807,0.0,0.0,0.0,73.844,1.255,0.347,1.378,0.09864372581705691,-0.4596705252091263,0.13924921757160696,5.278222418179538
6614,India,2013,2002.174931,85954.78775,1916.220143,1352.462009,461.5193401,59.84074108,4.102700898,9.757131564,59.014,1.005,0.301,1.441,0.0021660617565076304,-0.5214335044061567,0.15866398081398933,5.13939653816434
6615,Indonesia,2013,551.4496029,111016.3462,440.4332567,120.8203831,229.6222783,76.7367699,0.675076595,4.065847526,50.302,0.541,0.176,1.669,-0.26680273489343054,-0.7544873321858502,0.22245633667924672,4.701166269599966
6616,Laos,2013,0.0,0.0,3.865796497,1.094779407,2.291442528,0.0,0.0,0.122324727,27.02,0.267,0.093,0.505,-0.5734887386354247,-1.031517051446065,-0.2967086218813386,3.5982855880371716
6617,Malaysia,2013,229.6086863,18284.41783,211.3242684,59.9874982,84.60633484,66.62389663,1.130533024,7.524142664,57.685,0.773,0.31,6.94,-0.11182050608167508,-0.5086383061657274,0.8413594704548549,5.720900658207452
6618,Mongolia,2013,0.0,0.0,18.6505879,14.81128216,3.812404732,0.0,0.0,0.098855799,85.001,1.739,0.633,6.428,0.24029958200271248,-0.1985962899826449,0.8080758680913069,6.349779160111375
6619,Myanmar,2013,0.0,0.0,17.00610589,1.481144847,7.967711045,3.911991394,0.006417043,0.117989151,19.731,0.258,0.071,0.26,-0.5883802940367698,-1.1487416512809248,-0.585026652029182,3.1778514026531237
6620,Nepal,2013,0.0,0.0,8.089430477,1.32146353,3.690065989,0.0,0.0,0.319862399,10.359,0.231,0.067,0.181,-0.6363880201078557,-1.1739251972991736,-0.7423214251308154,2.9473653574621554
6621,Pakistan,2013,159.39638,14402.69828,144.9936817,13.91225997,68.76902544,51.79129533,0.304356652,2.253435228,35.651,0.479,0.147,0.648,-0.3196644865854368,-0.8326826652518239,-0.18842499412940666,4.1592278540333325
6622,Philippines,2013,91.22909992,1256.918738,89.97218119,40.00527753,40.87778415,6.837875208,0.52366518,3.284722725,45.877,0.321,0.134,0.872,-0.4934949675951279,-0.8728952016351923,-0.05948351506743278,4.074126315702247
6623,Singapore,2013,0.0,0.0,44.17548998,1.054945667,22.9574544,18.87388019,132.9377303,21.44854154,37.43,0.153,0.098,8.133,-0.8153085691824012,-1.0087739243075051,0.910250772300148,4.586168278810241
6624,Sri Lanka,2013,0.0,0.0,14.97713359,2.123768075,11.79672713,0.0,1.017492505,1.090694436,34.844,0.179,0.059,0.666,-0.7471469690201068,-1.2291479883578558,-0.17652577082969892,3.3471792717923385
6625,Chinese Taipei,2013,0.0,0.0,270.0269205,156.7549347,70.15745872,40.05775171,4.386900673,7.317437208,53.644,0.532,0.258,11.436,-0.2740883677049518,-0.5883802940367698,1.0582741466859513,5.69580548494423
6626,Thailand,2013,265.786538,15579.2011,250.2073369,69.36438864,93.73110012,84.08705558,2.501587969,11.63310706,43.096,0.636,0.235,3.521,-0.19654288435158612,-0.6289321377282637,0.5466660250701842,5.221191002990334
6627,Vietnam,2013,158.3665477,20531.24737,137.8353004,73.01186653,40.48227234,20.03873923,0.340408683,1.915410589,51.567,0.628,0.215,1.462,-0.20204035626280387,-0.6675615400843947,0.16494737262184164,4.795345476274643
6628,Other Asia,2013,0.0,0.0,25.05197883,3.710519176,19.63065475,0.571347113,0.552691744,0.991245698,32.659,0.19,0.111,0.521,-0.721246399047171,-0.9546770212133425,-0.2831622767004755,3.5409143030390107
6629,China,2013,9821.445176,479947.581,9341.497595,7804.882224,1170.355061,301.4953079,24.96284872,19.71195886,75.715,0.954,0.593,6.769,-0.020451625295904902,-0.22694530663573742,0.8305245140972585,6.083127582165616
6630,"Hong Kong, China",2013,0.0,0.0,45.47923478,30.9251534,8.811393838,5.739042088,27.65119053,17.54532765,78.78,0.154,0.116,6.291,-0.8124792791635369,-0.9355420107730815,0.7987196851850064,4.550698395248388
6631,Argentina,2013,205.2970559,25924.17078,179.3728852,6.669605862,78.28717124,93.95418257,5.666426516,2.793529493,52.042,0.275,0.205,4.203,-0.5606673061697374,-0.6882461389442457,0.623559390005437,4.874645944891454
6632,Bolivia,2013,21.30537885,4111.167665,17.19421118,0.002643144,10.08690424,7.003333438,0.0,0.172200463,53.832,0.564,0.24,1.567,-0.24872089601665776,-0.619788758288394,0.1950689964685901,4.826559342163538
6633,Brazil,2013,504.1086919,30675.227,473.4334649,64.2066902,322.5452988,74.628959,10.86232144,6.976960243,37.108,0.246,0.147,2.268,-0.6090648928966209,-0.8326826652518239,0.35564305022086895,4.413895492072424
6634,Cuba,2013,28.84499524,763.4908775,28.08150437,0.03722196,25.8973824,2.03429497,2.102411182,0.350364811,62.514,0.337,0.109,2.459,-0.47237009912866135,-0.9625735020593764,0.3907585287387172,4.45581492755068
6635,Curaçao,2013,0.0,0.0,5.128462268,0.0,5.128462268,0.0,6.781129488,0.255006288,58.004,1.658,1.318,33.053,0.21958452621425473,0.11991541025799107,1.5192108836194473,7.358710820091693
6636,Dominican Rep.,2013,0.0,0.0,20.02878461,2.340560281,15.27977898,2.220002308,0.0,1.329771373,60.353,0.316,0.148,1.933,-0.5003129173815962,-0.8297382846050426,0.286231854028553,4.456180652041914
6637,Ecuador,2013,46.0489156,9831.496623,36.21741898,0.0,34.73234411,1.378258112,1.364380798,0.660102274,59.909,0.373,0.207,2.268,-0.4282911681913124,-0.6840296545430823,0.35564305022086895,4.743322227486474
6638,El Salvador,2013,0.0,0.0,6.19797224,0.003036851,6.068289618,0.0,0.0,0.459201634,35.303,0.266,0.13,0.968,-0.575118363368933,-0.8860566476931632,-0.014124642691606345,4.024700346246298
6639,Guatemala,2013,0.0,0.0,14.24742848,2.430781835,9.638906175,0.0,0.94330781,0.162528273,24.977,0.208,0.101,0.791,-0.6819366650372385,-0.9956786262173574,-0.10182351650232342,3.720561192243081
6640,Guyana,2013,2.021052752,0.0,2.021052752,0.0,1.998692164,0.0,0.0,0.031888919,57.637,0.473,0.235,2.645,-0.32513885926218844,-0.6289321377282637,0.42242567637120454,4.968354679380752
6641,Haiti,2013,0.0,0.0,3.37845416,0.0,2.641864433,0.0,0.0,0.086100232,14.698,0.192,0.088,0.255,-0.7166987712964504,-1.0555173278498313,-0.5934598195660449,3.1343240812876734
6642,Honduras,2013,0.0,0.0,9.784072786,1.07848778,8.013509421,0.0,0.0,0.137122802,40.067,0.459,0.219,1.003,-0.33818731446273875,-0.6595558851598816,0.001300933020418072,4.503557733397797
6643,Jamaica,2013,0.0,0.0,7.155023892,0.218820992,6.887327009,0.0,0.677132238,0.577190785,64.948,0.503,0.281,2.539,-0.2984320149440726,-0.5512936800949201,0.40466270087372225,5.05493700583473
6644,Nicaragua,2013,0.0,0.0,4.665988863,0.0,4.269535275,0.0,0.0,0.064504234,29.224,0.363,0.141,0.69,-0.4400933749638875,-0.8507808873446201,-0.16115090926274472,4.047974828428748
6645,Panama,2013,0.0,0.0,9.524788982,0.838877437,8.608739221,0.0,10.35848175,1.600827935,58.127,0.192,0.103,2.441,-0.7166987712964504,-0.9871627752948278,0.38756777941718856,4.1837062328259105
6646,Paraguay,2013,5.578398599,2.0041375,5.576394461,0.0,5.181427939,0.0,0.0,0.095625746,24.31,0.152,0.072,0.846,-0.8181564120552275,-1.1426675035687315,-0.07262963696097648,3.4665464474150647
6647,Peru,2013,50.04453778,3334.501083,46.7100367,3.527280605,27.44565034,14.72509333,0.563178038,1.352093467,51.839,0.249,0.134,1.504,-0.6038006529042637,-0.8728952016351923,0.17724783625562343,4.200551981716167
6648,Suriname,2013,0.0,0.0,2.273345921,0.0,2.254222485,0.009046521,0.0,0.146689328,54.825,0.423,0.225,3.969,-0.37365963262495766,-0.6478174818886375,0.5986810989071634,5.077203984393568
6649,Trinidad and Tobago,2013,29.54567883,8147.36554,21.39831329,0.0,3.98960777,17.40462423,1.659851246,0.861002914,26.486,0.814,0.541,14.784,-0.0893755951107988,-0.26680273489343054,1.1697919538760315,6.313613623871802
6650,Uruguay,2013,7.349044335,4.622925,7.34442141,0.0,7.009707513,0.111831427,0.727749776,0.216085783,36.375,0.126,0.097,2.078,-0.8996294548824371,-1.0132282657337552,0.31764554322115857,3.904787822604966
